asset,capacity,capacity_storage_energy,consumer_balance_sense,discount_rate,economic_lifetime,energy_to_power_ratio,group,investment_integer,investment_integer_storage_energy,investment_method,is_seasonal,start_up_cost,shut_down_cost,max_ramp_down,max_ramp_up,min_operating_point,minimum_down_time,minimum_up_time,ramping,storage_method_energy,technical_lifetime,type,unit_commitment,unit_commitment_integer,unit_commitment_method,use_binary_storage_method,max_su_ramp,max_sd_ramp,start_trajectory,shut_trajectory
X9_Coal,824,,,0.05,100.0,0.0,,true,false,simple,false,109.0,20.0,0.5,0.5,0.325,6.0,5.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.38,0.38,,
X9_Nuclear,2095,,,0.05,100.0,0.0,,true,false,simple,false,16.5,0.0,0.3,0.3,0.5,10.0,6.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.5,0.5,,
X9_CCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,60.0,13.0,1.0,1.0,0.45,2.0,3.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.45,0.45,,
X9_OCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,3.0,1.5,1.0,1.0,0.2,2.0,3.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.2,0.2,,
X9_Wind_Onshore2,73,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
X9_Wind_Offshore2,73,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
X9_Coal2,624,,,0.05,100.0,0.0,,true,false,simple,false,120.0,60.0,0.5,0.5,0.405,6.0,5.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.38,0.48,,
X9_Nuclear2,1895,,,0.05,100.0,0.0,,true,false,simple,false,54.0,0.0,0.3,0.3,0.42,10.0,6.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.5,0.25,,
X9_Battery,100,10.0,,0.05,15.0,0.0,,false,false,simple,false,,,,,,,,,true,15.0,storage,,true,,,,,,
X0_Solar,18,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
X0_Wind_Onshore,49,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
X0_Wind_Offshore,49,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
X0_Coal,824,,,0.05,100.0,0.0,,true,false,simple,false,109.0,20.0,0.5,0.5,0.325,6.0,5.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.38,0.38,,
X0_Nuclear,2095,,,0.05,100.0,0.0,,true,false,simple,false,16.5,0.0,0.3,0.3,0.5,10.0,6.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.5,0.5,,
X0_CCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,60.0,13.0,1.0,1.0,0.45,2.0,3.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.45,0.45,,
X0_OCGT,357,,,0.05,100.0,0.0,,true,false,simple,false,3.0,1.5,1.0,1.0,0.2,2.0,3.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.2,0.2,,
X0_Wind_Onshore2,73,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
X0_Wind_Offshore2,73,,,0.05,100.0,0.0,,true,false,simple,false,,,,,0.0,,,false,false,100.0,producer,false,true,su-sd-cons-eq-9,,,,,
X0_Coal2,624,,,0.05,100.0,0.0,,true,false,simple,false,120.0,60.0,0.5,0.5,0.405,6.0,5.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.38,0.48,,
X0_Nuclear2,1895,,,0.05,100.0,0.0,,true,false,simple,false,54.0,0.0,0.3,0.3,0.42,10.0,6.0,true,false,100.0,producer,true,true,su-sd-cons-eq-9,,0.5,0.25,,
X0_Battery,100,10.0,,0.05,15.0,0.0,,false,false,simple,false,,,,,,,,,true,15.0,storage,,true,,,,,,
NL_Balance,0,,,,,,,,,,,,,,,,,,,,,hub,,,,,,,,
BE_Balance,0,,,,,,,,,,,,,,,,,,,,,hub,,,,,,,,
DE_Balance,0,,,,,,,,,,,,,,,,,,,,,hub,,,,,,,,
FR_Balance,0,,,,,,,,,,,,,,,,,,,,,hub,,,,,,,,
LU_Balance,0,,,,,,,,,,,,,,,,,,,,,hub,,,,,,,,
CH_Balance,0,,,,,,,,,,,,,,,,,,,,,hub,,,,,,,,
UK_Balance,0,,,,,,,,,,,,,,,,,,,,,hub,,,,,,,,
DK_Balance,0,,,,,,,,,,,,,,,,,,,,,hub,,,,,,,,
NO_Balance,0,,,,,,,,,,,,,,,,,,,,,hub,,,,,,,,
IE_Balance,0,,,,,,,,,,,,,,,,,,,,,hub,,,,,,,,
SE_Balance,0,,,,,,,,,,,,,,,,,,,,,hub,,,,,,,,
AT_Balance,0,,,,,,,,,,,,,,,,,,,,,hub,,,,,,,,
CZ_Balance,0,,,,,,,,,,,,,,,,,,,,,hub,,,,,,,,
PL_Balance,0,,,,,,,,,,,,,,,,,,,,,hub,,,,,,,,
ES_Balance,0,,,,,,,,,,,,,,,,,,,,,hub,,,,,,,,
IT_Balance,0,,,,,,,,,,,,,,,,,,,,,hub,,,,,,,,
LT_Balance,0,,,,,,,,,,,,,,,,,,,,,hub,,,,,,,,
FI_Balance,0,,,,,,,,,,,,,,,,,,,,,hub,,,,,,,,
SI_Balance,0,,,,,,,,,,,,,,,,,,,,,hub,,,,,,,,
HU_Balance,0,,,,,,,,,,,,,,,,,,,,,hub,,,,,,,,
SK_Balance,0,,,,,,,,,,,,,,,,,,,,,hub,,,,,,,,
PT_Balance,0,,,,,,,,,,,,,,,,,,,,,hub,,,,,,,,
HR_Balance,0,,,,,,,,,,,,,,,,,,,,,hub,,,,,,,,
RO_Balance,0,,,,,,,,,,,,,,,,,,,,,hub,,,,,,,,
GR_Balance,0,,,,,,,,,,,,,,,,,,,,,hub,,,,,,,,
LV_Balance,0,,,,,,,,,,,,,,,,,,,,,hub,,,,,,,,
EE_Balance,0,,,,,,,,,,,,,,,,,,,,,hub,,,,,,,,
MT_Balance,0,,,,,,,,,,,,,,,,,,,,,hub,,,,,,,,
CY_Balance,0,,,,,,,,,,,,,,,,,,,,,hub,,,,,,,,
BG_Balance,0,,,,,,,,,,,,,,,,,,,,,hub,,,,,,,,
X1_Balance,0,,,,,,,,,,,,,,,,,,,,,hub,,,,,,,,
X2_Balance,0,,,,,,,,,,,,,,,,,,,,,hub,,,,,,,,
X3_Balance,0,,,,,,,,,,,,,,,,,,,,,hub,,,,,,,,
X4_Balance,0,,,,,,,,,,,,,,,,,,,,,hub,,,,,,,,
X5_Balance,0,,,,,,,,,,,,,,,,,,,,,hub,,,,,,,,
X6_Balance,0,,,,,,,,,,,,,,,,,,,,,hub,,,,,,,,
X7_Balance,0,,,,,,,,,,,,,,,,,,,,,hub,,,,,,,,
X8_Balance,0,,,,,,,,,,,,,,,,,,,,,hub,,,,,,,,
X9_Balance,0,,,,,,,,,,,,,,,,,,,,,hub,,,,,,,,
X0_Balance,0,,,,,,,,,,,,,,,,,,,,,hub,,,,,,,,
NL_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
BE_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
DE_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
FR_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
LU_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
CH_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
UK_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
DK_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
NO_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
IE_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
SE_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
AT_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
CZ_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
PL_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
ES_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
IT_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
LT_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
FI_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
SI_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
HU_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
SK_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
PT_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
HR_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
RO_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
GR_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
LV_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
EE_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
MT_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
CY_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
BG_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
X1_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
X2_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
X3_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
X4_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
X5_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
X6_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
X7_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
X8_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
X9_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
X0_E_Demand,0,,,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
NL_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
BE_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
DE_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
FR_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
LU_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
CH_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
UK_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
DK_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
NO_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
IE_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
SE_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
AT_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
CZ_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
PL_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
ES_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
IT_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
LT_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
FI_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
SI_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
HU_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
SK_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
PT_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
HR_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
RO_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
GR_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
LV_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
EE_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
MT_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
CY_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
BG_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
X1_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
X2_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
X3_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
X4_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
X5_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
X6_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
X7_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
X8_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
X9_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
X0_H_Demand,0,,>=,,,,,,,,,,,,,,,,,,,consumer,,,,,,,,
